,Address,Neighborhood,Bed Rooms,Full Baths,Half Baths,Style,Year Built,Lot Size,Original Price,Last Price,Sold Price,Sold Date,Days on Market,Property Marketing Period
22,Terhune Rd,Town & Country,4,2,1,Colonial,1965,0.3,"$880,000.00","$880,000.00","$835,000.00",9/20/21,16,16
36,Bainbridge St,Littlebrook,5,2,1,Ranch,1972,0.37,"$900,000.00","$849,900.00","$840,000.00",11/5/21,41,41
17,Chestnut St,Princeton Center,4,3,1,Victorian,1920,0.16,"$879,000.00","$879,000.00","$842,000.00",3/31/21,7,7
12,Humbert St,Princeton Center,3,1,1,Colonial,1920,0.06,"$845,000.00","$845,000.00","$845,000.00",9/30/21,16,16
335,Jefferson Rd,Town & Country,3,2,0,Ranch,1950,0.52,"$799,000.00","$799,000.00","$846,250.00",9/15/21,7,7
126,Ross Stevenson Cir,Littlebrook,4,2,1,Cape Cod,1989,0.99,"$849,000.00","$849,000.00","$849,000.00",12/3/21,9,9
12,Riverside Dr,Riverside,3,2,0,Ranch,1949,0.29,"$849,000.00","$849,000.00","$850,000.00",12/8/21,11,11
151,Loomis Ct,Town & Country,4,2,1,Split,1954,0.29,"$799,000.00","$799,000.00","$850,000.00",7/28/21,7,7
21,Campbell Woods Way,Campbell Woods,3,2,1,End Unit,1995,NA,"$800,000.00","$800,000.00","$850,000.00",6/25/21,1,1
280,Ridgeview Rd,Princeton Ridge,4,4,0,Colonial,1970,0.72,"$850,000.00","$850,000.00","$850,000.00",4/15/21,1,1
666,Cherry Hill Rd,Princeton Ridge,4,3,1,Contemp,1960,2,"$949,000.00","$949,000.00","$852,000.00",9/17/21,21,21
7,Greenview Ave,Princeton Center,2,2,1,Twin,2013,NA,"$865,000.00","$865,000.00","$852,500.00",2/26/21,61,61
50,Humbert St,Princeton Center,2,3,1,End Unit,1987,0.07,"$799,000.00","$799,000.00","$855,000.00",6/30/21,14,14
6,Trewbridge Ct,Fieldwood Manors,3,2,1,Townhome,2000,NA,"$799,000.00","$799,000.00","$856,500.00",9/9/21,5,5
1040,Mercer Rd,Battlefield Area,6,3,1,Colonial,1968,2.02,"$920,000.00","$875,000.00","$857,500.00",8/20/21,164,164
8,Harris Rd,Princeton Center,3,2,1,Twin,2017,0.18,"$860,000.00","$860,000.00","$860,000.00",6/2/21,1,1
22,Moore St,Princeton Center,2,2,0,Colonial,1860,0.11,"$850,000.00","$850,000.00","$865,000.00",6/2/21,6,6
24,Balcort Dr,Princeton Ridge,5,3,1,Colonial,1960,1.5,"$919,000.00","$919,000.00","$870,000.00",3/10/21,8,8
37,Stonewall Cir,Princeton Ridge,3,2,1,Twin,1997,NA,"$875,000.00","$875,000.00","$875,000.00",10/22/21,36,36
107,Laurel Rd,Town & Country,4,2,1,Colonial,1945,0.21,"$799,000.00","$799,000.00","$880,000.00",11/23/21,8,8
25,Stonewall Cir,Princeton Ridge,3,2,1,End Unit,1999,NA,"$850,000.00","$850,000.00","$880,000.00",8/30/21,5,5
293,Walnut Ln,Princeton Center,4,1,1,Colonial,1948,0.24,"$898,000.00","$898,000.00","$898,000.00",7/13/21,87,87
22,Leicester Ct,Washington Oaks,4,2,1,Colonial,1993,0.54,"$949,500.00","$949,500.00","$899,900.00",1/15/21,69,69
5,Greenview Ave,Princeton Center,2,2,1,Twin,2013,NA,"$895,000.00","$895,000.00","$900,000.00",6/18/21,11,11
973,Mercer Rd,Battlefield Area,4,2,1,Colonial,1958,1.03,"$829,000.00","$829,000.00","$907,000.00",5/12/21,8,8
243,Cherry Hill Rd,Princeton Ridge,4,3,1,Art Deco,1933,0.72,"$940,000.00","$899,000.00","$910,000.00",7/20/21,27,27
151,Cedar Ln,Riverside,4,2,1,Colonial,1953,0.15,"$929,000.00","$929,000.00","$913,000.00",9/2/21,6,6
641,Lawrenceville Rd,Battlefield Area,4,2,1,Contemp,1983,3.05,"$945,000.00","$925,000.00","$920,000.00",6/7/21,30,100
61,N Tulane St,Princeton Center,3,1,1,Colonial,1920,0.11,"$898,000.00","$898,000.00","$923,000.00",3/23/21,12,12
11,Madison St,Princeton Center,3,1,1,Traditional,1920,0.1,"$985,000.00","$985,000.00","$925,000.00",12/10/21,70,70
69,Leavitt Ln,Littlebrook,3,2,0,Cape,1951,0.21,"$875,000.00","$875,000.00","$925,000.00",7/13/21,6,6
79,Erdman Ave,Littlebrook,3,2,1,Ranch,1950,0.21,"$950,000.00","$950,000.00","$925,000.00",1/29/21,40,40
56,Marion Rd E,Littlebrook,4,3,1,Split,1955,0.46,"$950,000.00","$950,000.00","$929,000.00",12/17/21,7,7
32,Snowden Ln,Littlebrook,3,2,0,Cape,1949,0.39,"$850,000.00","$850,000.00","$930,000.00",6/1/21,3,3
161,Patton Ave,Riverside,3,2,0,Traditional,1953,0.31,"$699,000.00","$699,000.00","$944,500.00",12/1/21,10,10
14,Sergeant St,Riverside,3,2,0,Traditional,1930,0.11,"$950,000.00","$950,000.00","$950,000.00",10/25/21,22,22
16,Harris Rd,Princeton Center,4,3,1,Twin,1928,0.18,"$925,000.00","$925,000.00","$950,000.00",10/21/21,22,22
77,Riverside Dr,Riverside,3,2,0,Bi-Level,1950,0.26,"$948,000.00","$948,000.00","$950,000.00",7/7/21,51,51
12,Chestnut St,Princeton Center,2,2,1,Colonial,1926,0.13,"$899,000.00","$899,000.00","$951,000.00",12/10/21,9,9
487,Prospect Ave,Riverside,5,2,1,Colonial,1960,0.53,"$800,000.00","$800,000.00","$957,000.00",4/30/21,3,3
379,Prospect Ave,Riverside,4,2,0,Ranch,1963,0.76,"$898,000.00","$898,000.00","$960,500.00",5/5/21,7,7
44,Moore St,Princeton Center,3,3,0,Colonial,1900,0.21,"$999,900.00","$999,900.00","$965,000.00",8/9/21,19,19
152,Clover Ln,Littlebrook,4,2,1,Split,1955,0.75,"$875,000.00","$875,000.00","$975,000.00",9/30/21,8,8
121,Braeburn Dr,Littlebrook,5,2,1,Split,1962,0.78,"$999,000.00","$999,000.00","$980,000.00",12/21/21,38,38
760,Mount Lucas Rd,Littlebrook,3,3,0,Ranch,1937,1.67,"$999,000.00","$999,000.00","$980,000.00",8/27/21,8,8
196,Snowden Ln,Littlebrook,5,4,0,Colonial,1968,0.52,"$1,099,000.00","$1,049,000.00","$984,999.00",10/29/21,59,59
134,Sycamore Rd,Riverside,5,2,1,Ranch,1954,0.49,"$949,900.00","$949,900.00","$990,000.00",11/5/21,14,14
109,Rollingmead St,Littlebrook,4,2,0,Ranch,1950,2.26,"$999,000.00","$999,999.00","$990,000.00",8/18/21,107,107
21,Winant Rd,Hun Area,4,2,0,Mid-Century Modern,1951,1.07,"$950,000.00","$950,000.00","$997,000.00",5/26/21,6,6
510,Lake Dr,Riverside,3,3,0,Ranch,1955,0.55,"$875,000.00","$875,000.00","$999,000.00",8/26/21,10,10
20,Governors Ln,Littlebrook,4,3,1,End Unit,1996,NA,"$999,000.00","$999,000.00","$999,000.00",7/30/21,20,20
174,Moore St,Princeton Center,3,2,0,Tudor,1935,0.17,"$999,000.00","$999,000.00","$999,000.00",7/26/21,43,43
217,Stockton St,Western Section,3,2,1,Detached,1981,NA,"$1,150,000.00","$1,049,000.00","$999,000.00",6/14/21,71,71
38,Longview Dr,Riverside,3,2,1,Split,1965,0.52,"$999,000.00","$999,000.00","$999,000.00",6/11/21,1,1
15,Snowden Ln,Littlebrook,4,2,1,Cape,1950,0.46,"$949,000.00","$1,049,000.00","$999,000.00",4/19/21,15,15
116,Poe Rd,Littlebrook,4,3,0,Ranch,1958,0.76,"$995,000.00","$995,000.00","$999,500.00",8/30/21,15,17
30,Howe Cir,Riverside,3,2,1,Split,1960,0.58,"$999,800.00","$999,800.00","$999,800.00",6/2/21,1,1
96,Hun Rd,Hun Area,3,2,1,Colonial,1957,0.9,"$1,100,000.00","$1,035,000.00","$999,990.00",9/30/21,76,76
85,Overbrook Dr,Littlebrook,4,3,0,Colonial,1950,0.46,"$918,000.00","$918,000.00","$999,995.00",4/30/21,8,17
115,Spruce St,Princeton Center,4,2,0,Twin,1952,0.06,"$989,000.00","$989,000.00","$999,999.00",11/4/21,11,11
30,Chestnut St,Princeton Center,3,3,0,Colonial,1880,0.12,"$975,000.00","$975,000.00","$999,999.00",9/30/21,7,7
231,Russell Rd,Hun Area,4,2,1,Split,1956,0.69,"$975,000.00","$975,000.00","$999,999.00",8/17/21,6,6
11,Governors Ln,Littlebrook,4,3,1,End Unit,1997,NA,"$999,900.00","$999,900.00","$999,999.00",6/18/21,9,9
79,Parkside Dr,Battlefield Area,4,3,0,Contemp,1959,0.77,"$945,000.00","$995,000.00","$999,999.00",6/2/21,22,22
238,Gallup Rd,Battlefield Area,5,3,0,Colonial,1968,2,"$999,000.00","$999,000.00","$999,999.00",4/14/21,8,8
53,Constitution Hill W,Western Section,3,2,1,Twin,1980,NA,"$1,100,000.00","$1,100,000.00","$999,999.00",3/19/21,1,1
629,Lawrenceville Rd,Battlefield Area,5,3,2,Colonial,1980,5.53,"$1,150,000.00","$1,150,000.00","$1,010,000.00",8/18/21,29,29
61,Broadripple Dr,Littlebrook,4,4,0,Ranch,1956,0.5,"$950,000.00","$950,000.00","$1,025,000.00",8/12/21,6,6
1,Queenston Pl,Princeton Center,4,3,0,Colonial,1933,0.19,"$1,125,000.00","$1,070,000.00","$1,025,000.00",3/15/21,86,86
90,Woodside Ln,Riverside,4,3,0,Ranch,1961,0.65,"$1,037,000.00","$1,037,000.00","$1,037,000.00",11/5/21,1,1
2,Constitution Hill E,Western Section,3,2,1,Townhome,1897,0.78,"$1,600,000.00","$1,100,000.00","$1,040,000.00",6/15/21,732,732
104,Bayard Ln,Western Section,5,4,0,Carriage House,1910,0.39,"$999,000.00","$999,000.00","$1,040,000.00",3/31/21,7,7
347,Prospect Ave,Riverside,4,2,1,Colonial,1970,0.57,"$999,000.00","$999,000.00","$1,043,000.00",4/15/21,6,6
56,Fleming Way,Washington Oaks,4,2,1,Colonial,1993,0.22,"$999,000.00","$999,000.00","$1,060,000.00",6/28/21,8,8
743,Prospect Ave,Riverside,3,2,0,Cape,1941,0.49,"$1,334,000.00","$1,199,000.00","$1,060,000.00",4/30/21,108,120
32,Gallup Rd,Battlefield Area,5,3,0,Contemp,1966,2.05,"$1,100,000.00","$1,100,000.00","$1,090,000.00",11/19/21,38,38
14,Caldwell Dr,Littlebrook,4,2,1,Colonial,1966,0.86,"$1,150,000.00","$1,150,000.00","$1,098,000.00",10/20/21,31,31
52,Herrontown Ln,Littlebrook,5,3,0,Contemp,1977,1,"$1,199,000.00","$1,149,000.00","$1,100,000.00",12/13/21,35,35
34,Parkside Dr,Battlefield Area,4,2,1,Ranch,1960,0.75,"$1,100,000.00","$1,100,000.00","$1,100,000.00",9/30/21,21,21
40,Bertrand Dr,Littlebrook,4,3,0,Colonial,1964,1.24,"$1,195,000.00","$1,100,000.00","$1,100,000.00",9/10/21,33,33
17,Leavitt Ln,Littlebrook,4,2,0,Contemp,1957,0.31,"$1,175,000.00","$1,175,000.00","$1,100,000.00",7/30/21,36,36
1,Westcott Rd,Western Section,4,3,1,Colonial,1930,0.23,"$1,499,000.00","$1,290,000.00","$1,100,000.00",7/23/21,92,92
292,Stockton St,Western Section,3,2,0,Mid-Century Modern,1950,0.5,"$995,000.00","$995,000.00","$1,100,000.00",7/1/21,13,13
84,Wilson Rd,Western Section,4,4,0,Mid-Century Modern,1955,0.82,"$950,000.00","$950,000.00","$1,100,000.00",3/12/21,7,7
11,Balsam Ln,Riverside,3,2,0,Ranch,1958,0.53,"$899,900.00","$899,900.00","$1,110,000.00",10/15/21,16,16
335,Prospect Ave,Riverside,5,2,1,Colonial,1960,0.3,"$1,066,000.00","$1,066,000.00","$1,116,666.00",7/16/21,18,18
94,Harris Rd,Princeton Center,5,4,0,Colonial,1961,0.29,"$1,245,000.00","$1,195,000.00","$1,147,500.00",9/10/21,72,72
226,Constitution Dr,Western Section,4,3,1,Colonial,1955,1.61,"$1,395,000.00","$1,295,000.00","$1,150,000.00",11/5/21,29,29
186,Birch Ave,Princeton Center,4,3,1,Contemp,2008,0.08,"$1,100,000.00","$1,100,000.00","$1,150,000.00",11/2/21,6,6
140,Quaker Rd,Battlefield Area,3,2,1,Farmhouse,1880,1.14,"$875,000.00","$875,000.00","$1,150,000.00",7/8/21,10,10
16,Governors Ln,Littlebrook,4,3,1,Detached,1997,NA,"$1,062,000.00","$1,062,000.00","$1,156,000.00",8/31/21,10,10
5,Van Marter Ct,Fieldwood Manors,4,4,1,Colonial,2000,0.34,"$1,099,000.00","$1,099,000.00","$1,160,000.00",8/20/21,17,17
9,Windermere Way,Pretty Brook Area,4,3,1,Twin,1998,0.2,"$1,225,000.00","$1,195,000.00","$1,175,000.00",9/24/21,44,44
135,Crestview Dr,Princeton Ridge,5,2,1,Colonial,1960,1.56,"$1,200,000.00","$1,200,000.00","$1,200,000.00",7/14/21,39,39
91,Snowden Ln,Littlebrook,4,3,0,Cape,1950,0.52,"$1,202,000.00","$1,202,000.00","$1,202,000.00",4/30/21,1,1
135,Leabrook Ln,Littlebrook,4,2,1,Colonial,1960,0.84,"$1,195,000.00","$1,195,000.00","$1,210,000.00",6/15/21,8,8
3,Windermere Way,Pretty Brook Area,4,4,1,Manor,1998,0.2,"$1,320,000.00","$1,250,000.00","$1,212,121.00",3/15/21,65,292
57,Wittmer Ct,Littlebrook,4,3,0,Colonial,1960,0.88,"$1,190,000.00","$1,190,000.00","$1,229,000.00",7/27/21,5,5
29,Linwood Cir,Littlebrook,5,3,1,Colonial,1964,0.56,"$1,110,000.00","$1,110,000.00","$1,229,000.00",4/19/21,7,7
211,Victoria Mews,Princeton Center,2,2,1,Flat,2011,NA,"$1,245,000.00","$1,245,000.00","$1,245,000.00",11/19/21,1,1
153,Herrontown Ln,Littlebrook,4,3,1,Contemp,1980,0.96,"$1,290,000.00","$1,250,000.00","$1,250,000.00",11/2/21,82,82
4,George Rd,Fieldwood Manors,4,4,1,Colonial,2014,0.25,"$1,299,000.00","$1,299,000.00","$1,250,000.00",6/21/21,15,15
176,Westcott Rd,Western Section,4,3,3,Traditional,2001,0.37,"$1,250,000.00","$1,250,000.00","$1,250,000.00",6/1/21,68,68
815,Mount Lucas Rd,Littlebrook,3,3,1,Colonial,2020,1.06,"$1,250,000.00","$1,250,000.00","$1,250,000.00",2/26/21,47,47
350,State Rd,Princeton Ridge,5,4,1,Colonial,2007,6.08,"$1,395,000.00","$1,395,000.00","$1,250,000.00",1/25/21,80,80
22,Willow St,Princeton Center,3,2,1,End Unit,1980,NA,"$1,350,000.00","$1,350,000.00","$1,255,000.00",8/11/21,21,21
22,Dickinson St,Institute Area,4,3,0,Victorian,1900,0.22,"$999,000.00","$999,000.00","$1,255,000.00",7/27/21,9,9
84,Bayard Ln,Western Section,4,2,2,Colonial,1948,0.37,"$1,125,000.00","$1,125,000.00","$1,255,000.00",3/31/21,17,17
106,Balcort Dr,Princeton Ridge,4,3,1,Colonial,1960,1.5,"$1,275,000.00","$1,275,000.00","$1,275,000.00",9/13/21,62,62
4,Windermere Way,Pretty Brook Area,4,3,1,Twin,1998,0.25,"$1,350,000.00","$1,350,000.00","$1,275,000.00",4/15/21,139,139
109,Potters Run,Battlefield Area,4,2,1,Colonial,1985,1.06,"$1,295,000.00","$1,295,000.00","$1,295,000.00",7/30/21,7,7
209,Winant Rd,Hun Area,4,3,1,Colonial,1985,0.91,"$1,295,000.00","$1,295,000.00","$1,295,000.00",7/8/21,23,23
149,Highland Terr,Princeton Ridge,6,5,1,Traditional,1990,1.61,"$1,499,000.00","$1,339,000.00","$1,300,000.00",11/24/21,466,466
4259,Province Line,Rosedale Area,2,2,1,Tudor,1946,1.67,"$1,075,000.00","$1,075,000.00","$1,300,000.00",11/8/21,6,6
113,Victoria Mews,Princeton Center,2,2,1,Flat,2016,NA,"$1,300,000.00","$1,300,000.00","$1,300,000.00",11/1/21,185,226
90,Castle Howard Ct,Riverside,5,3,0,Colonial,1965,0.55,"$1,285,000.00","$1,285,000.00","$1,300,000.00",10/25/21,12,12
16,Hunter Rd,Western Section,4,3,1,Colonial,1952,0.28,"$1,195,000.00","$1,195,000.00","$1,300,000.00",6/7/21,4,4
82,Ross Stevenson Cir,Littlebrook,4,3,1,Colonial,1991,0.67,"$1,240,000.00","$1,240,000.00","$1,305,000.00",8/3/21,11,11
30,Battle Rd,Institute Area,6,4,0,Colonial,1910,1.03,"$1,600,000.00","$1,600,000.00","$1,310,000.00",11/5/21,70,70
92,Clover Ln,Littlebrook,4,3,0,Mid-Century Modern,1955,0.46,"$1,299,000.00","$1,299,000.00","$1,315,000.00",1/14/21,18,18
21,Andrews Ln,Princeton Ridge,5,3,0,Contemp,1987,0.6,"$1,295,000.00","$1,295,000.00","$1,325,000.00",11/18/21,9,9
14,Journeys End Ln,Littlebrook,4,3,1,Contemp,1979,1.5,"$1,350,000.00","$1,350,000.00","$1,325,000.00",7/9/21,16,16
505,Ewing St,Princeton Center,5,4,0,Colonial,2017,0.21,"$1,325,000.00","$1,325,000.00","$1,325,000.00",3/22/21,7,7
10,Andrews Ln,Princeton Ridge,4,4,1,Contemp,1988,0.6,"$1,249,000.00","$1,249,000.00","$1,327,000.00",11/12/21,12,12
117,Meadowbrook Dr,Littlebrook,5,2,1,Split,1960,0.79,"$1,199,000.00","$1,199,000.00","$1,330,000.00",8/12/21,8,8
71-73,Maple St,Princeton Center,6,2,2,Two Family,1955,NA,"$1,345,000.00","$1,345,000.00","$1,340,000.00",10/13/21,84,84
191,Snowden Ln,Littlebrook,4,3,1,Contemp,1965,0.45,"$1,399,000.00","$1,340,000.00","$1,340,000.00",3/22/21,124,124
38,Crooked Tree Ln,Littlebrook,5,3,1,Colonial,1967,1.7,"$1,395,000.00","$1,395,000.00","$1,350,000.00",9/10/21,61,61
12,Windermere Way,Pretty Brook Area,4,3,3,End Unit,2000,NA,"$1,275,000.00","$1,275,000.00","$1,350,000.00",5/27/21,8,8
276,Mount Lucas Rd,Town & Country,5,3,1,Colonial,2014,0.33,"$1,325,000.00","$1,325,000.00","$1,350,000.00",5/7/21,5,5
852,Kingston Rd,Littlebrook,4,3,0,Contemp,1998,0.88,"$1,448,000.00","$1,448,000.00","$1,360,000.00",10/15/21,23,23
419,Franklin Ave,Littlebrook,4,3,1,Colonial,2013,0.25,"$1,325,000.00","$1,325,000.00","$1,385,000.00",4/16/21,5,5
395,Wendover Dr,Rosedale Area,4,5,1,Contemp,1985,2.43,"$1,495,000.00","$1,495,000.00","$1,398,000.00",8/26/21,66,66
55,Baldwin Ln,Princeton Ridge,4,3,2,Colonial,1984,4.09,"$1,399,000.00","$1,399,000.00","$1,399,000.00",4/15/21,5,5
604,Snowden Ln,Littlebrook,5,4,2,Traditional,1987,1.77,"$1,499,000.00","$1,399,000.00","$1,400,000.00",12/15/21,22,22
6,Ober Rd,Institute Area,3,2,0,Mid-Century Modern,1953,0.69,"$1,350,000.00","$1,350,000.00","$1,400,000.00",6/24/21,3,3
38,White Oak Dr,Princeton Ridge,6,4,2,Colonial,1986,3.29,"$1,400,000.00","$1,400,000.00","$1,400,000.00",6/8/21,19,19
61,Cleveland Ln,Western Section,5,4,0,Colonial,1950,0.48,"$1,400,000.00","$1,400,000.00","$1,400,000.00",4/15/21,67,67
22,Fisher Ave,Littlebrook,4,3,0,Colonial,1955,0.21,"$1,299,000.00","$1,299,000.00","$1,400,888.00",6/30/21,6,6
41,Armour Rd,Western Section,5,3,0,Cape,1955,0.89,"$1,295,000.00","$1,295,000.00","$1,403,000.00",3/31/21,6,6
27,Longview Dr,Riverside,4,4,0,Split,1950,0.49,"$1,399,000.00","$1,399,000.00","$1,425,000.00",9/23/21,7,7
7,Castle Howard Ct,Riverside,5,4,0,Colonial,1965,0.55,"$1,425,000.00","$1,425,000.00","$1,425,000.00",8/9/21,1,1
25,Fitch Way,Princeton Ridge,5,4,2,Colonial,1993,1.07,"$1,788,000.00","$1,450,000.00","$1,430,000.00",4/15/21,496,496
3,Windy Top Ct,Littlebrook,5,4,0,Colonial,2019,0.46,"$1,649,000.00","$1,460,000.00","$1,430,000.00",1/8/21,601,601
11,Willow St,Princeton Center,4,3,0,Colonial,1890,0.22,"$1,395,000.00","$1,395,000.00","$1,430,999.00",9/9/21,6,6
19,Walker Dr,Ettl Farm,4,3,1,Colonial,1997,0.54,"$1,425,000.00","$1,425,000.00","$1,435,000.00",6/2/21,20,20
180,Mercer St,Institute Area,6,5,1,Tudor,1903,1.28,"$1,800,000.00","$1,699,000.00","$1,447,223.00",3/26/21,185,307
22,Westerly Rd,Western Section,5,3,1,Colonial,1954,0.6,"$1,295,000.00","$1,295,000.00","$1,460,000.00",7/16/21,9,9
205,Christopher Dr,Ettl Farm,4,3,2,Colonial,1996,0.66,"$1,395,000.00","$1,395,000.00","$1,460,000.00",4/30/21,10,10
91,Moore St,Princeton Center,3,3,1,Colonial,1928,0.22,"$1,325,000.00","$1,475,000.00","$1,466,000.00",8/20/21,10,10
87,Leavitt Ln,Littlebrook,5,4,1,Colonial,2011,0.33,"$1,468,000.00","$1,468,000.00","$1,468,000.00",7/1/21,4,4
161,Autumn Hill Ln,Littlebrook,4,3,1,Contemp,1979,1.89,"$1,100,000.00","$1,100,000.00","$1,475,000.00",7/1/21,5,5
69,Laurel Rd,Town & Country,5,4,1,Colonial,1944,0.46,"$1,425,000.00","$1,425,000.00","$1,485,000.00",7/1/21,8,8
61,Heather Ln,Pretty Brook Area,5,4,1,Contemp,1970,1.39,"$1,488,000.00","$1,488,000.00","$1,508,000.00",12/10/21,4,4
24,Charlton St,Riverside,4,2,3,Contemp,1995,0.05,"$1,700,000.00","$1,575,000.00","$1,512,500.00",4/9/21,82,82
250,Arreton Rd,Princeton Ridge,4,5,1,Colonial,1989,1.09,"$1,475,000.00","$1,475,000.00","$1,530,000.00",8/4/21,13,13
55,Clarke Ct,Hun Area,5,4,1,Contemp,1988,0.58,"$1,599,000.00","$1,599,000.00","$1,535,000.00",5/28/21,24,24
546,Ewing St,Town & Country,4,5,0,Colonial,2016,0.29,"$1,499,000.00","$1,499,000.00","$1,535,000.00",4/23/21,7,7
126,Moore St,Princeton Center,4,4,1,Traditional,1920,0.21,"$1,549,000.00","$1,549,000.00","$1,549,000.00",4/21/21,1,1
107,Moore St,Princeton Center,3,3,1,Dutch,1929,0.26,"$1,495,000.00","$1,495,000.00","$1,550,000.00",10/28/21,4,4
256,Edgerstoune Rd,Hun Area,4,3,1,Colonial,1946,0.57,"$1,450,000.00","$1,450,000.00","$1,550,000.00",9/2/21,10,10
188,Hale Dr,Battlefield Area,5,4,1,Colonial,1987,0.8,"$1,350,000.00","$1,350,000.00","$1,550,000.00",7/30/21,6,6
9,Leslie Ct,Hun Area,4,4,1,Traditional,1987,0.7,"$1,525,000.00","$1,525,000.00","$1,550,000.00",5/28/21,7,7
120,Bouvant Dr,Princeton Ridge,6,4,1,Colonial,1987,2.6,"$1,449,000.00","$1,449,000.00","$1,550,000.00",4/26/21,6,6
194,Constitution Dr,Western Section,6,5,1,Cape,1960,1.51,"$1,650,000.00","$1,599,000.00","$1,556,200.00",5/7/21,158,244
88,Moore St,Princeton Center,4,2,1,Colonial,1928,0.16,"$1,575,000.00","$1,575,000.00","$1,558,888.00",12/10/21,18,18
232,Victoria Mews,Princeton Center,2,2,1,Flat,2011,NA,"$1,610,000.00","$1,610,000.00","$1,567,500.00",5/20/21,1,1
222,Victoria Mews,Princeton Center,2,2,1,Flat,2011,NA,"$1,590,000.00","$1,590,000.00","$1,570,000.00",7/26/21,1,1
25,Woodside Ln,Riverside,4,3,1,Colonial,1959,0.56,"$1,525,000.00","$1,525,000.00","$1,595,000.00",7/30/21,8,8
8,Hamilton Ave,Princeton Center,5,4,0,Traditional,1903,0.46,"$1,599,000.00","$1,599,000.00","$1,599,000.00",2/18/21,24,24
194,Constitution Dr,Western Section,5,5,1,Cape,1960,1.51,"$1,595,000.00","$1,688,000.00","$1,600,000.00",9/30/21,61,61
130,Montadale Dr,Princeton Ridge,5,4,2,Colonial,1980,2.26,"$2,400,000.00","$1,695,000.00","$1,600,000.00",8/31/21,45,297
179,Longview Dr,Riverside,4,3,0,Mid-Century Modern,1956,0.48,"$1,395,000.00","$1,395,000.00","$1,600,000.00",8/20/21,6,6
154,Christopher Dr,Ettl Farm,6,5,2,Colonial,1995,0.76,"$1,600,000.00","$1,600,000.00","$1,600,000.00",7/9/21,1,52
132,Mercer St,Institute Area,4,3,1,Traditional,1860,0.17,"$1,599,000.00","$1,599,000.00","$1,610,000.00",2/26/21,47,47
212,Victoria Mews,Princeton Center,2,2,1,Flat,2011,NA,"$1,615,000.00","$1,615,000.00","$1,615,000.00",9/14/21,1,1
1324,Stuart Rd,Pretty Brook Area,6,4,1,Colonial,1987,2,"$1,850,000.00","$1,670,000.00","$1,620,000.00",2/22/21,180,180
60,Pheasant Hill Rd,Pretty Brook Area,4,4,2,Traditional,1967,2.11,"$1,775,000.00","$1,775,000.00","$1,625,000.00",3/31/21,46,46
58,Ettl Cir,Ettl Farm,5,3,1,Colonial,1996,0.63,"$1,650,000.00","$1,650,000.00","$1,645,000.00",8/26/21,26,26
210,Brooks Bend,Pretty Brook Area,6,6,1,Traditional,1988,4.67,"$2,500,000.00","$1,725,000.00","$1,647,500.00",6/30/21,106,369
16,Rosedale Ln,Rosedale Area,3,4,1,Carriage House,1910,2.52,"$1,825,000.00","$1,650,000.00","$1,650,000.00",12/15/21,56,56
61,Fitch Way,Princeton Ridge,6,5,1,Colonial,1990,1.01,"$1,999,900.00","$1,799,000.00","$1,650,000.00",11/29/21,62,208
5,Windy Top Ct,Littlebrook,5,4,1,Contemp,2021,0.49,"$1,650,000.00","$1,679,000.00","$1,650,000.00",9/24/21,104,104
148,Randall Rd,Littlebrook,4,4,1,Colonial,2008,0.52,"$1,699,000.00","$1,699,000.00","$1,675,000.00",9/17/21,12,12
36,Oakridge Ct,Princeton Ridge,5,5,2,Colonial,1995,1.97,"$1,699,000.00","$1,699,000.00","$1,675,000.00",6/14/21,9,9
178,Terhune Rd,Town & Country,5,5,0,Colonial,1950,0.26,"$1,685,000.00","$1,685,000.00","$1,685,000.00",2/3/21,1,1
76,Stetson Way,Battlefield Area,6,5,0,Colonial,1966,2.04,"$1,760,000.00","$1,760,000.00","$1,688,888.00",6/1/21,121,121
202,Prospect Ave,Riverside,4,3,1,Tudor,1933,0.42,"$1,695,000.00","$1,695,000.00","$1,695,000.00",9/30/21,1,1
145,Ridgeview Rd,Princeton Ridge,5,5,1,Colonial,2018,2.17,"$1,695,000.00","$1,695,000.00","$1,695,000.00",6/30/21,80,175
191,Hun Rd,Hun Area,4,6,0,Colonial,1962,3.75,"$1,750,000.00","$1,698,000.00","$1,698,000.00",11/17/21,62,62
10,Madison St,Princeton Center,4,3,1,Other,1905,0.17,"$1,850,000.00","$1,700,000.00","$1,700,000.00",6/9/21,259,259
67,Marion Rd E,Littlebrook,4,4,0,Colonial,2008,0.73,"$1,700,000.00","$1,700,000.00","$1,710,000.00",6/10/21,11,11
747,Kingston Rd,Riverside,6,5,1,Colonial,2019,0.46,"$1,650,000.00","$1,650,000.00","$1,755,000.00",7/16/21,4,4
620,Lake Dr,Riverside,5,4,0,Split,1953,0.45,"$1,888,000.00","$1,795,000.00","$1,775,000.00",7/28/21,100,100
293,Riverside Dr,Riverside,4,5,1,Colonial,2020,0.48,"$1,980,000.00","$1,888,000.00","$1,775,000.00",5/28/21,59,387
77,Chambers St,Princeton Center,3,3,1,Townhome,2011,NA,"$1,925,000.00","$1,925,000.00","$1,800,000.00",6/25/21,1,1
28,Paul Robeson Pl,Princeton Center,3,3,1,Townhome,2017,NA,"$1,930,000.00","$1,850,000.00","$1,825,000.00",6/9/21,44,1426
